,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,231,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
11,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,233,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
12,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,247,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
13,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,235,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
14,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,244,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
15,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
16,255,255,255,255,255,255,255,255,255,255,255,255,255,255,241,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
17,255,255,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,232,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
18,255,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
19,255,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,232,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
20,255,255,255,255,255,255,255,255,255,255,255,255,240,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
21,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
22,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
23,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
24,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
25,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
26,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
27,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
28,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,247,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
29,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,209,230,230,230,230,230,230,230,230,230,230,230,230,230,230,247,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
30,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,206,230,230,230,230,230,230,230,230,230,230,230,230,230,230,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
31,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,205,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
32,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,204,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
33,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,204,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
34,255,255,255,255,255,255,255,255,255,255,255,254,230,230,230,230,230,230,230,230,230,230,230,230,230,230,204,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
35,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,205,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
36,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,205,230,230,230,204,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
37,255,255,255,255,255,255,255,255,255,255,255,255,235,230,230,230,230,230,230,230,230,230,230,230,230,230,204,230,230,204,226,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
38,255,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,205,218,204,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
39,255,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,205,230,230,230,230,230,230,204,204,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,47,47,236,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
40,255,255,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,221,204,230,230,230,230,230,204,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,47,47,47,47,47,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
41,255,255,255,255,255,255,255,255,255,255,255,255,255,255,233,230,230,230,230,230,230,204,226,230,230,230,205,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,84,47,47,47,47,47,50,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
42,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,204,205,230,230,205,230,230,230,230,230,230,230,230,230,230,230,255,255,255,255,47,47,47,47,47,47,47,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
43,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,204,204,230,204,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,47,47,47,47,47,47,47,194,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
44,255,255,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,218,204,204,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,47,47,47,47,47,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
45,255,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,205,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,47,47,47,47,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
46,255,255,255,255,255,255,255,255,255,255,255,255,236,230,230,230,230,230,230,230,230,230,230,230,230,230,204,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,48,47,47,47,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,77,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
47,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,204,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,47,47,47,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,107,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
48,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,205,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,255,244,57,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,96,255,255,255,255,217,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
49,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,204,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,81,47,47,47,247,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
50,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,204,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,47,47,47,47,47,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,51,255,255,255,244,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
51,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,205,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,47,47,47,47,47,47,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,58,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
52,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,204,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,242,47,47,49,47,47,47,254,255,255,255,255,255,255,255,255,255,255,255,86,255,208,208,249,255,255,255,255,198,246,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
53,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,222,230,230,230,230,230,230,204,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,47,47,47,47,47,47,47,255,255,255,255,255,255,255,255,255,255,255,255,228,208,50,208,208,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
54,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,220,230,230,230,230,230,230,205,230,230,230,230,230,230,230,230,230,230,230,230,230,230,232,255,47,47,47,47,47,47,47,255,255,255,255,255,255,255,255,255,255,230,255,208,208,208,208,209,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
55,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,220,230,230,230,230,230,230,204,230,230,230,230,230,230,230,230,230,230,230,230,230,230,255,255,47,47,47,47,47,47,47,255,255,255,255,255,255,255,255,255,255,80,255,208,208,207,208,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
56,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,230,219,230,230,230,230,230,230,204,230,230,230,204,230,230,230,230,230,230,230,230,230,230,255,255,47,47,47,47,47,47,47,255,255,255,255,255,255,255,255,255,255,255,255,208,208,50,208,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
57,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,219,230,229,209,230,230,230,205,230,230,230,230,204,230,230,230,230,230,230,230,230,230,255,255,47,47,47,47,47,47,47,255,255,255,255,255,255,255,255,255,255,122,255,255,250,208,208,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
58,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,230,230,230,220,208,229,230,230,230,230,205,230,230,214,204,230,226,230,230,230,204,230,230,230,255,255,255,47,47,47,47,47,47,47,255,255,255,255,255,255,255,255,255,255,255,255,232,185,255,255,255,255,255,255,255,255,255,244,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
59,255,255,255,255,255,255,255,255,255,255,255,255,251,230,230,230,204,230,230,219,230,230,230,230,230,230,204,230,204,204,230,230,230,230,230,204,230,230,230,233,255,255,255,47,47,47,47,47,164,47,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,108,108,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
60,255,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,204,230,219,230,230,230,230,230,230,205,204,208,230,230,230,230,216,223,230,230,230,230,255,255,255,255,255,131,47,47,255,255,47,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,108,108,108,108,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
61,255,255,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,204,220,230,230,230,230,230,230,204,252,230,230,230,230,230,230,230,230,230,230,255,255,255,255,255,255,255,47,47,137,255,54,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,75,255,255,108,108,108,108,223,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
62,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,230,230,230,230,219,230,230,230,230,233,255,205,255,255,244,230,230,230,230,230,230,254,255,255,255,255,255,255,255,129,47,47,47,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,208,208,207,255,255,108,108,108,108,108,255,255,255,255,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,243,230,230,220,230,230,230,255,255,255,205,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,47,47,47,47,255,255,156,255,255,255,255,255,255,255,255,255,255,255,255,255,255,220,208,208,208,255,255,255,108,108,108,108,109,255,255,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
64,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,234,255,255,255,255,255,255,205,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,47,47,47,47,255,255,48,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,208,208,208,255,255,255,120,108,108,108,108,255,241,63,63,63,250,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
65,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,234,255,255,255,255,255,255,205,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,47,47,47,47,205,255,47,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,208,131,255,81,255,255,255,108,108,108,108,108,63,63,63,63,81,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
66,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,235,255,255,255,255,255,255,205,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,63,47,47,47,47,47,255,47,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,247,108,108,108,108,161,63,63,63,213,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
